Telugu,Tamil,Unnamed: 0
"కాల్ మద్దతు 0086-18621915640 
","கால் ஆதரவு 0086-18621915640 
",936.0
"ఈ పేజీలో చివరి 8/01/2018 న నవీకరించబడింది. 
","இப்பக்கம் கடைசியாக 8/01/2018 அன்று புதுப்பிக்கப்பட்டது. 
",937.0
"కథ - దయచేసి 200 కన్నా ఎక్కువ పదాలను రాయండి. 
","கதை - தயவுசெய்து 200 க்கும் மேற்பட்ட சொற்களை எழுதவும். 
",938.0
"ఫోన్: + 86-576-84646699 
","தொலைபேசி: + 86-576-84646699 
",939.0
"ఇంకా చదవండి & # 8594 
","மேலும் படிக்க & # 8594 
",940.0
"పర్యావరణ పరిరక్షణకు !!! 
","சுற்றுச்சூழலைப் பாதுகாக்க !!! 
",941.0
"12 గంటల్లో ప్రత్యుత్తరం. 
","12 மணி பதிலளியுங்கள். 
",942.0
"మీరు మా ఉత్పత్తులు ఆసక్తి ఉంటే. 
","நீங்கள் எங்கள் தயாரிப்புகள் ஆர்வமாக இருந்தால். 
",943.0
"మొదటి పేరు, మధ్య పేరు మరియు చివరి పేరు 
","முதல் பெயர், மத்திய பெயர் மற்றும் கடைசி பெயர் 
",944.0
"(ఇది కూడా ఒక పెద్ద విధంగా చెల్లించవచ్చు ...) 
","(அது கூட ஒரு பெரிய வழியில் செலுத்த முடியும் ...) 
",945.0
"మరియు నేను ప్రతి రోజు మీరు చెప్పడానికి ఖచ్చితంగా ఉంటాం 
","நான் ஒவ்வொரு நாளும் நீங்கள் சொல்ல உறுதி வேண்டும் 
",946.0
"ఫోన్: + 86-577-62588858 
","தொலைபேசி: + 86-577-62588858 
",947.0
"ఫోన్: + 86-512-69578809 
","தொலைபேசி: + 86-512-69578809 
",948.0
"మా గురించి ఏమి తదుపరి? 
","எங்களை பற்றி என்ன அடுத்த? 
",949.0
"ఫోన్: 86-532-82212931 
","தொலைபேசி: 86-532-82212931 
",950.0
"జూన్ 21, 2013 వద్ద 10:17 ఉదయం 
","ஜூன் 21, 2013 இல் 10:17 மீது 
",951.0
"టెల్: + 86-18321907513 
","தொலைபேசி: + 86-18321907513 
",952.0
"2 గంట 4 నిమిషం 
","2 ஹவர் 4 நிமிடம் 
",953.0
"ఫోన్ + 86-510-86005306 
","தொலைபேசி + 86-510-86005306 
",954.0
"చిన్న విషయాలు ఆనందించండి 
","சிறிய விஷயங்களை அனுபவியுங்கள் 
",955.0
"టెల్: 0086-27-84792636 
","தொலைபேசி: 0086-27-84792636 
",956.0
"ఫ్యాక్స్: 0086-555-2202396 
","தொலைநகல்: 0086-555-2202396 
",957.0
"స్కైప్: +8613356391894 
","ஸ்கைப்: +8613356391894 
",958.0
"ఫోన్: 0086-15100180409 
","தொலைபேசி: 0086-15100180409 
",959.0
"ఏ విచారణ 24 గంటల్లో సమాధానం ఉంటుంది 
","எந்த விசாரணைகள் 24 மணி நேரத்தில் பதில் 
",960.0
"3. మేము 24 గంటల్లో మీ విచారణ కోసం మీరు ప్రత్యుత్తరం ఉంటుంది. 
","3. நாம் உங்கள் விசாரணை நீங்கள் பதில் அளிக்கப்படும் 24 மணி. 
",961.0
"అది ఉత్తమ మేము కయాకింగ్ తీసుకుని. ఈ మాకు సంతోషంగా చేస్తుంది ఎందుకంటే. మరింత తెలుసుకోవాలంటే? 
","அது சிறந்ததாகும் நாங்கள் கயாகிங் கொண்டு. இந்த எங்களுக்கு மகிழ்ச்சியாக உண்டு பண்ணுவதால். மேலும் தெரிந்து கொள்ள வேண்டுமா? 
",962.0
"ఫోన్: 86-15821297620 
","தொலைபேசி: 86-15821297620 
",963.0
"ఈ సందేశాన్ని మళ్లీ చూడవద్దు. 
","இந்த செய்தியை மீண்டும் பார்க்க வேண்டாம். 
",964.0
"- ఇది పని చేస్తుంది! ఇది పని చేస్తుంది! ఇది ఒక మంచి ప్రణాళిక వార్తలు! 
","- இது வேலை செய்யும்! அது வேலை செய்யும்! இது ஒரு நல்ல திட்டம் தான்! 
",965.0
"12 మే, 2013 
","12 மே, 2013 
",966.0
"మేము సంవత్సరానికి మీ రోజులకు 365 రోజులకు సమాధానం ఇస్తాము 
","உங்கள் கேள்விகளுக்கு ஒரு நாளைக்கு ஒரு நாளைக்கு நாங்கள் பதிலளிக்கிறோம் 
",967.0
"మొత్తం (0) 
","மொத்த (0) 
",968.0
"– లేదా – 
","– அல்லது – 
",969.0
"- మీరు ఏమి ఆలోచిస్తాడు 
","- நீங்கள் என்ன நினைக்கிறீர்கள் 
",970.0
"$0.00 కార్ట్ 
","$0.00 வண்டியில் 
",971.0
"దేనికోసం ఎదురు చూస్తున్నావు? 
","நீங்கள் என்ன காத்திருக்கிறார்கள்? 
",972.0
"మీ గుండె లో డ్రీం ఇక్కడ నిజమైన వస్తాయి! 
","உங்கள் இதயத்தில் கனவு இங்கே நனவாகும்! 
",973.0
"అడగండి, సూచించండి, నివేదించండి 
","கேளுங்கள், பரிந்துரை, புகார் 
",974.0
"%d ఈ వంటి బ్లాగర్లు: 
","%டி இந்த பிளாக்கர்கள்: 
",975.0
"హెబ్రీయులు 4:13 
","எபிரெயர் 4:13 
",976.0
"Gaziantep, Turkey — చిరునామాలు మరియు సంస్థలు గురించి సమీక్షలు 
","Gaziantep, Turkey — நிறுவனங்கள் பற்றி முகவரிகள் மற்றும் விமர்சனங்களை 
",977.0
"ఫోన్: 0086-22-27824571 
","தொலைபேசி: 0086-22-27824571 
",978.0
"నేను సహాయం కనుగొనడంలో సహాయం అవసరం 
","நான் உதவி கண்டறிவதில் உதவி தேவை 
",979.0
"ద్వారా © 2019 Szdera లైటింగ్ కో, లిమిటెడ్ కాపీరైట్. కంపెనీ చిరునామా: 2 / F, 11 # Dongwu ఇండస్ట్రియల్ పార్క్, Longhua, బావోయాన్, షెన్జెన్ చైనా. ఫోన్: + 86-755-29060680. ఇమెయిల్: heri@szdera.cn. 
","மூலம் © 2019 Szdera விளக்கு கோ, லிமிடெட் பதிப்புரிமை. முகவரி: 2 / எஃப், 11 # Dongwu தொழிற்சாலை பார்க், Longhua, Baoan சென்ழென், சீனா. தொலைபேசி: + 86-755-29060680. மின்னஞ்சல்: heri@szdera.cn. 
",980.0
"ఇది ఎలా పని చేస్తుంది? 
","இது எப்படி வேலை செய்கிறது? 
",981.0
"2 కంటే ఎక్కువ కాదు పని రోజులు సమాధానం పొందండి. 
","க்கும் மேற்பட்ட 2 இல்லை வேலை நாட்கள் பதில் கிடைக்கும். 
",982.0
"ఫ్యాక్స్: +86 571 6343 0098 
","தொலைநகல்: +86 571 6343 0098 
",983.0
