Telugu,Tamil,Tamil_tokens,Telugu_tokens
మొదటి పేరు మధ్య పేరు మరియు చివరి పేరు,முதல் பெயர் மத்திய பெயர் மற்றும் கடைசி பெயர்,"['முதல்', 'பெயர்', 'மத்திய', 'பெயர்', 'மற்றும்', 'கடைசி', 'பெயர்']","['మొదటి', 'పేరు', 'మధ్య', 'పేరు', 'మరియు', 'చివరి', 'పేరు']"
ఇది కూడా ఒక పెద్ద విధంగా చెల్లించవచ్చు,அது கூட ஒரு பெரிய வழியில் செலுத்த முடியும்,"['அது', 'கூட', 'ஒரு', 'பெரிய', 'வழியில்', 'செலுத்த', 'முடியும்']","['ఇది', 'కూడా', 'ఒక', 'పెద్ద', 'విధంగా', 'చెల్లించవచ్చు']"
మరియు నేను ప్రతి రోజు మీరు చెప్పడానికి ఖచ్చితంగా ఉంటాం,நான் ஒவ்வொரு நாளும் நீங்கள் சொல்ல உறுதி வேண்டும்,"['நான்', 'ஒவ்வொரு', 'நாளும்', 'நீங்கள்', 'சொல்ல', 'உறுதி', 'வேண்டும்']","['మరియు', 'నేను', 'ప్రతి', 'రోజు', 'మీరు', 'చెప్పడానికి', 'ఖచ్చితంగా', 'ఉంటాం']"
ఫోన్,தொலைபேசி,['தொலைபேசி'],['ఫోన్']
ఫోన్,தொலைபேசி,['தொலைபேசி'],['ఫోన్']
మా గురించి ఏమి తదుపరి,எங்களை பற்றி என்ன அடுத்த,"['எங்களை', 'பற்றி', 'என்ன', 'அடுத்த']","['మా', 'గురించి', 'ఏమి', 'తదుపరి']"
ఫోన్,தொலைபேசி,['தொலைபேசி'],['ఫోన్']
జూన్   వద్ద  ఉదయం,ஜூன்   இல்  மீது,"['ஜூன்', 'இல்', 'மீது']","['జూన్', 'వద్ద', 'ఉదయం']"
టెల్,தொலைபேசி,['தொலைபேசி'],['టెల్']
గంట  నిమిషం,ஹவர்  நிமிடம்,"['ஹவர்', 'நிமிடம்']","['గంట', 'నిమిషం']"
ఫోన్,தொலைபேசி,['தொலைபேசி'],['ఫోన్']
చిన్న విషయాలు ఆనందించండి,சிறிய விஷயங்களை அனுபவியுங்கள்,"['சிறிய', 'விஷயங்களை', 'அனுபவியுங்கள்']","['చిన్న', 'విషయాలు', 'ఆనందించండి']"
టెల్,தொலைபேசி,['தொலைபேசி'],['టెల్']
ఫ్యాక్స్,தொலைநகல்,['தொலைநகல்'],['ఫ్యాక్స్']
స్కైప్,ஸ்கைப்,['ஸ்கைப்'],['స్కైప్']
ఫోన్,தொலைபேசி,['தொலைபேசி'],['ఫోన్']
ఏ విచారణ  గంటల్లో సమాధానం ఉంటుంది,எந்த விசாரணைகள்  மணி நேரத்தில் பதில்,"['எந்த', 'விசாரணைகள்', 'மணி', 'நேரத்தில்', 'பதில்']","['ఏ', 'విచారణ', 'గంటల్లో', 'సమాధానం', 'ఉంటుంది']"
మేము  గంటల్లో మీ విచారణ కోసం మీరు ప్రత్యుత్తరం ఉంటుంది,நாம் உங்கள் விசாரணை நீங்கள் பதில் அளிக்கப்படும்  மணி,"['நாம்', 'உங்கள்', 'விசாரணை', 'நீங்கள்', 'பதில்', 'அளிக்கப்படும்', 'மணி']","['మేము', 'గంటల్లో', 'మీ', 'విచారణ', 'కోసం', 'మీరు', 'ప్రత్యుత్తరం', 'ఉంటుంది']"
అది ఉత్తమ మేము కయాకింగ్ తీసుకుని ఈ మాకు సంతోషంగా చేస్తుంది ఎందుకంటే మరింత తెలుసుకోవాలంటే,அது சிறந்ததாகும் நாங்கள் கயாகிங் கொண்டு இந்த எங்களுக்கு மகிழ்ச்சியாக உண்டு பண்ணுவதால் மேலும் தெரிந்து கொள்ள வேண்டுமா,"['அது', 'சிறந்ததாகும்', 'நாங்கள்', 'கயாகிங்', 'கொண்டு', 'இந்த', 'எங்களுக்கு', 'மகிழ்ச்சியாக', 'உண்டு', 'பண்ணுவதால்', 'மேலும்', 'தெரிந்து', 'கொள்ள', 'வேண்டுமா']","['అది', 'ఉత్తమ', 'మేము', 'కయాకింగ్', 'తీసుకుని', 'ఈ', 'మాకు', 'సంతోషంగా', 'చేస్తుంది', 'ఎందుకంటే', 'మరింత', 'తెలుసుకోవాలంటే']"
ఫోన్,தொலைபேசி,['தொலைபேசி'],['ఫోన్']
ఈ సందేశాన్ని మళ్లీ చూడవద్దు,இந்த செய்தியை மீண்டும் பார்க்க வேண்டாம்,"['இந்த', 'செய்தியை', 'மீண்டும்', 'பார்க்க', 'வேண்டாம்']","['ఈ', 'సందేశాన్ని', 'మళ్లీ', 'చూడవద్దు']"
ఇది పని చేస్తుంది ఇది పని చేస్తుంది ఇది ఒక మంచి ప్రణాళిక వార్తలు,இது வேலை செய்யும் அது வேலை செய்யும் இது ஒரு நல்ல திட்டம் தான்,"['இது', 'வேலை', 'செய்யும்', 'அது', 'வேலை', 'செய்யும்', 'இது', 'ஒரு', 'நல்ல', 'திட்டம்', 'தான்']","['ఇది', 'పని', 'చేస్తుంది', 'ఇది', 'పని', 'చేస్తుంది', 'ఇది', 'ఒక', 'మంచి', 'ప్రణాళిక', 'వార్తలు']"
మే,மே,['மே'],['మే']
మేము సంవత్సరానికి మీ రోజులకు  రోజులకు సమాధానం ఇస్తాము,உங்கள் கேள்விகளுக்கு ஒரு நாளைக்கு ஒரு நாளைக்கு நாங்கள் பதிலளிக்கிறோம்,"['உங்கள்', 'கேள்விகளுக்கு', 'ஒரு', 'நாளைக்கு', 'ஒரு', 'நாளைக்கு', 'நாங்கள்', 'பதிலளிக்கிறோம்']","['మేము', 'సంవత్సరానికి', 'మీ', 'రోజులకు', 'రోజులకు', 'సమాధానం', 'ఇస్తాము']"
