Tamil Tokens,Telugu Tokens,Tamil Bigrams,Telugu Bigrams,Telugu POS Tags,Telugu NER,Tamil Token Frequency,Telugu Token Frequency,Cosine Similarity
"['பொதுவாக', 'அது', 'முடிந்துவிட்டது']","['సాధారణంగా', 'అది', 'ముగిసింది']","{('பொதுவாக', 'அது'): 0.5, ('அது', 'முடிந்துவிட்டது'): 0.5}","{('సాధారణంగా', 'అది'): 0.5, ('అది', 'ముగిసింది'): 0.5}","[('సాధారణంగా', 'OTHER'), ('అది', 'OTHER'), ('ముగిసింది', 'OTHER')]","[('సాధారణంగా', 'O'), ('అది', 'O'), ('ముగిసింది', 'O')]","{'பொதுவாக': 1, 'அது': 1, 'முடிந்துவிட்டது': 1}","{'సాధారణంగా': 1, 'అది': 1, 'ముగిసింది': 1}",0.0
['ஆண்டுகள்'],['సంవత్సరాల'],{},{},"[('సంవత్సరాల', 'OTHER')]","[('సంవత్సరాల', 'O')]",{'ஆண்டுகள்': 1},{'సంవత్సరాల': 1},0.0
"['மேலும்', 'நிறுவனங்கள்', 'எங்களுடன்', 'ஏற்கனவே']","['మరింత', 'కంపెనీలు', 'మాతో', 'ఉన్నారు']","{('மேலும்', 'நிறுவனங்கள்'): 0.3333333333333333, ('நிறுவனங்கள்', 'எங்களுடன்'): 0.3333333333333333, ('எங்களுடன்', 'ஏற்கனவே'): 0.3333333333333333}","{('మరింత', 'కంపెనీలు'): 0.3333333333333333, ('కంపెనీలు', 'మాతో'): 0.3333333333333333, ('మాతో', 'ఉన్నారు'): 0.3333333333333333}","[('మరింత', 'OTHER'), ('కంపెనీలు', 'OTHER'), ('మాతో', 'OTHER'), ('ఉన్నారు', 'OTHER')]","[('మరింత', 'O'), ('కంపెనీలు', 'O'), ('మాతో', 'O'), ('ఉన్నారు', 'O')]","{'மேலும்': 1, 'நிறுவனங்கள்': 1, 'எங்களுடன்': 1, 'ஏற்கனவே': 1}","{'మరింత': 1, 'కంపెనీలు': 1, 'మాతో': 1, 'ఉన్నారు': 1}",0.0
"['என்னையும்', 'எனது', 'அணியையும்', 'பணியமர்த்த', 'விரும்புகிறீர்களா']","['నన్ను', 'మరియు', 'నా', 'బృందాన్ని', 'నియమించాలనుకుంటున్నారా']","{('என்னையும்', 'எனது'): 0.25, ('எனது', 'அணியையும்'): 0.25, ('அணியையும்', 'பணியமர்த்த'): 0.25, ('பணியமர்த்த', 'விரும்புகிறீர்களா'): 0.25}","{('నన్ను', 'మరియు'): 0.25, ('మరియు', 'నా'): 0.25, ('నా', 'బృందాన్ని'): 0.25, ('బృందాన్ని', 'నియమించాలనుకుంటున్నారా'): 0.25}","[('నన్ను', 'OTHER'), ('మరియు', 'OTHER'), ('నా', 'OTHER'), ('బృందాన్ని', 'OTHER'), ('నియమించాలనుకుంటున్నారా', 'OTHER')]","[('నన్ను', 'O'), ('మరియు', 'O'), ('నా', 'O'), ('బృందాన్ని', 'O'), ('నియమించాలనుకుంటున్నారా', 'O')]","{'என்னையும்': 1, 'எனது': 1, 'அணியையும்': 1, 'பணியமர்த்த': 1, 'விரும்புகிறீர்களா': 1}","{'నన్ను': 1, 'మరియు': 1, 'నా': 1, 'బృందాన్ని': 1, 'నియమించాలనుకుంటున్నారా': 1}",0.0
['இலவச'],"['కోసం', 'ఉచిత']",{},"{('కోసం', 'ఉచిత'): 1.0}","[('కోసం', 'OTHER'), ('ఉచిత', 'OTHER')]","[('కోసం', 'O'), ('ఉచిత', 'O')]",{'இலவச': 1},"{'కోసం': 1, 'ఉచిత': 1}",0.0
"['மிஸ்லாடோட்', 'பிசிக்கள்', 'மயிர்க்காலின்', 'நீட்டிப்பு', 'கர்ல்']","['మిస్లాండోడ్', 'లు', 'వెంట్రుక', 'పొడిగింపులు', 'కర్ల్']","{('மிஸ்லாடோட்', 'பிசிக்கள்'): 0.25, ('பிசிக்கள்', 'மயிர்க்காலின்'): 0.25, ('மயிர்க்காலின்', 'நீட்டிப்பு'): 0.25, ('நீட்டிப்பு', 'கர்ல்'): 0.25}","{('మిస్లాండోడ్', 'లు'): 0.25, ('లు', 'వెంట్రుక'): 0.25, ('వెంట్రుక', 'పొడిగింపులు'): 0.25, ('పొడిగింపులు', 'కర్ల్'): 0.25}","[('మిస్లాండోడ్', 'OTHER'), ('లు', 'OTHER'), ('వెంట్రుక', 'OTHER'), ('పొడిగింపులు', 'OTHER'), ('కర్ల్', 'OTHER')]","[('మిస్లాండోడ్', 'O'), ('లు', 'O'), ('వెంట్రుక', 'O'), ('పొడిగింపులు', 'O'), ('కర్ల్', 'O')]","{'மிஸ்லாடோட்': 1, 'பிசிக்கள்': 1, 'மயிர்க்காலின்': 1, 'நீட்டிப்பு': 1, 'கர்ல்': 1}","{'మిస్లాండోడ్': 1, 'లు': 1, 'వెంట్రుక': 1, 'పొడిగింపులు': 1, 'కర్ల్': 1}",0.0
"['நல்ல', 'நாள்']","['గుడ్', 'రోజు']","{('நல்ல', 'நாள்'): 1.0}","{('గుడ్', 'రోజు'): 1.0}","[('గుడ్', 'OTHER'), ('రోజు', 'OTHER')]","[('గుడ్', 'O'), ('రోజు', 'O')]","{'நல்ல': 1, 'நாள்': 1}","{'గుడ్': 1, 'రోజు': 1}",0.0
"['மிஸ்லாடோட்', 'பிசிக்கள்', 'மிமீ', 'டி', 'கர்ல்', 'ஃப்ளாட்', 'கண்ணிஷ்', 'நீட்டிப்பு']","['మిస్లేలొడ్', 'లు', 'కర్ల్', 'ఫ్లాట్', 'వెంట్రుష్', 'ఎక్స్టెన్షన్']","{('மிஸ்லாடோட்', 'பிசிக்கள்'): 0.14285714285714285, ('பிசிக்கள்', 'மிமீ'): 0.14285714285714285, ('மிமீ', 'டி'): 0.14285714285714285, ('டி', 'கர்ல்'): 0.14285714285714285, ('கர்ல்', 'ஃப்ளாட்'): 0.14285714285714285, ('ஃப்ளாட்', 'கண்ணிஷ்'): 0.14285714285714285, ('கண்ணிஷ்', 'நீட்டிப்பு'): 0.14285714285714285}","{('మిస్లేలొడ్', 'లు'): 0.2, ('లు', 'కర్ల్'): 0.2, ('కర్ల్', 'ఫ్లాట్'): 0.2, ('ఫ్లాట్', 'వెంట్రుష్'): 0.2, ('వెంట్రుష్', 'ఎక్స్టెన్షన్'): 0.2}","[('మిస్లేలొడ్', 'OTHER'), ('లు', 'OTHER'), ('కర్ల్', 'OTHER'), ('ఫ్లాట్', 'OTHER'), ('వెంట్రుష్', 'OTHER'), ('ఎక్స్టెన్షన్', 'OTHER')]","[('మిస్లేలొడ్', 'O'), ('లు', 'O'), ('కర్ల్', 'O'), ('ఫ్లాట్', 'O'), ('వెంట్రుష్', 'O'), ('ఎక్స్టెన్షన్', 'O')]","{'மிஸ்லாடோட்': 1, 'பிசிக்கள்': 1, 'மிமீ': 1, 'டி': 1, 'கர்ல்': 1, 'ஃப்ளாட்': 1, 'கண்ணிஷ்': 1, 'நீட்டிப்பு': 1}","{'మిస్లేలొడ్': 1, 'లు': 1, 'కర్ల్': 1, 'ఫ్లాట్': 1, 'వెంట్రుష్': 1, 'ఎక్స్టెన్షన్': 1}",0.0
"['ஒரு', 'வாரம்', 'நாட்கள்', 'இருந்து', 'மணி', 'வரை']","['నుండి', 'వరకు', 'వారానికి', 'డేస్']","{('ஒரு', 'வாரம்'): 0.2, ('வாரம்', 'நாட்கள்'): 0.2, ('நாட்கள்', 'இருந்து'): 0.2, ('இருந்து', 'மணி'): 0.2, ('மணி', 'வரை'): 0.2}","{('నుండి', 'వరకు'): 0.3333333333333333, ('వరకు', 'వారానికి'): 0.3333333333333333, ('వారానికి', 'డేస్'): 0.3333333333333333}","[('నుండి', 'OTHER'), ('వరకు', 'OTHER'), ('వారానికి', 'OTHER'), ('డేస్', 'OTHER')]","[('నుండి', 'O'), ('వరకు', 'O'), ('వారానికి', 'O'), ('డేస్', 'O')]","{'ஒரு': 1, 'வாரம்': 1, 'நாட்கள்': 1, 'இருந்து': 1, 'மணி': 1, 'வரை': 1}","{'నుండి': 1, 'వరకు': 1, 'వారానికి': 1, 'డేస్': 1}",0.0
"['நாங்கள்', 'உங்களுக்கு', 'தீர்வுகளை', 'கொடுக்கும்']","['మేము', 'మీరు', 'పరిష్కారాలను', 'ఇస్తుంది']","{('நாங்கள்', 'உங்களுக்கு'): 0.3333333333333333, ('உங்களுக்கு', 'தீர்வுகளை'): 0.3333333333333333, ('தீர்வுகளை', 'கொடுக்கும்'): 0.3333333333333333}","{('మేము', 'మీరు'): 0.3333333333333333, ('మీరు', 'పరిష్కారాలను'): 0.3333333333333333, ('పరిష్కారాలను', 'ఇస్తుంది'): 0.3333333333333333}","[('మేము', 'NOUN'), ('మీరు', 'OTHER'), ('పరిష్కారాలను', 'OTHER'), ('ఇస్తుంది', 'VERB')]","[('మేము', 'O'), ('మీరు', 'O'), ('పరిష్కారాలను', 'O'), ('ఇస్తుంది', 'O')]","{'நாங்கள்': 1, 'உங்களுக்கு': 1, 'தீர்வுகளை': 1, 'கொடுக்கும்': 1}","{'మేము': 1, 'మీరు': 1, 'పరిష్కారాలను': 1, 'ఇస్తుంది': 1}",0.0
"['மிஸ்லாடோட்', 'பிசிக்கள்', 'மிமீ', 'டி', 'கர்ல்', 'ஃப்ளாட்', 'கண்ணிஷ்', 'நீட்டிப்பு']","['మిస్లేలొడ్', 'లు', 'కర్ల్', 'ఫ్లాట్', 'వెంట్రుష్', 'ఎక్స్టెన్షన్']","{('மிஸ்லாடோட்', 'பிசிக்கள்'): 0.14285714285714285, ('பிசிக்கள்', 'மிமீ'): 0.14285714285714285, ('மிமீ', 'டி'): 0.14285714285714285, ('டி', 'கர்ல்'): 0.14285714285714285, ('கர்ல்', 'ஃப்ளாட்'): 0.14285714285714285, ('ஃப்ளாட்', 'கண்ணிஷ்'): 0.14285714285714285, ('கண்ணிஷ்', 'நீட்டிப்பு'): 0.14285714285714285}","{('మిస్లేలొడ్', 'లు'): 0.2, ('లు', 'కర్ల్'): 0.2, ('కర్ల్', 'ఫ్లాట్'): 0.2, ('ఫ్లాట్', 'వెంట్రుష్'): 0.2, ('వెంట్రుష్', 'ఎక్స్టెన్షన్'): 0.2}","[('మిస్లేలొడ్', 'OTHER'), ('లు', 'OTHER'), ('కర్ల్', 'OTHER'), ('ఫ్లాట్', 'OTHER'), ('వెంట్రుష్', 'OTHER'), ('ఎక్స్టెన్షన్', 'OTHER')]","[('మిస్లేలొడ్', 'O'), ('లు', 'O'), ('కర్ల్', 'O'), ('ఫ్లాట్', 'O'), ('వెంట్రుష్', 'O'), ('ఎక్స్టెన్షన్', 'O')]","{'மிஸ்லாடோட்': 1, 'பிசிக்கள்': 1, 'மிமீ': 1, 'டி': 1, 'கர்ல்': 1, 'ஃப்ளாட்': 1, 'கண்ணிஷ்': 1, 'நீட்டிப்பு': 1}","{'మిస్లేలొడ్': 1, 'లు': 1, 'కర్ల్': 1, 'ఫ్లాట్': 1, 'వెంట్రుష్': 1, 'ఎక్స్టెన్షన్': 1}",0.0
"['நாட்கள்', 'உங்கள்', 'முழு', 'கட்டணம்', 'பிறகு']","['రోజుల', 'మీ', 'పూర్తి', 'చెల్లింపు', 'తర్వాత']","{('நாட்கள்', 'உங்கள்'): 0.25, ('உங்கள்', 'முழு'): 0.25, ('முழு', 'கட்டணம்'): 0.25, ('கட்டணம்', 'பிறகு'): 0.25}","{('రోజుల', 'మీ'): 0.25, ('మీ', 'పూర్తి'): 0.25, ('పూర్తి', 'చెల్లింపు'): 0.25, ('చెల్లింపు', 'తర్వాత'): 0.25}","[('రోజుల', 'OTHER'), ('మీ', 'OTHER'), ('పూర్తి', 'OTHER'), ('చెల్లింపు', 'OTHER'), ('తర్వాత', 'OTHER')]","[('రోజుల', 'O'), ('మీ', 'O'), ('పూర్తి', 'O'), ('చెల్లింపు', 'O'), ('తర్వాత', 'O')]","{'நாட்கள்': 1, 'உங்கள்': 1, 'முழு': 1, 'கட்டணம்': 1, 'பிறகு': 1}","{'రోజుల': 1, 'మీ': 1, 'పూర్తి': 1, 'చెల్లింపు': 1, 'తర్వాత': 1}",0.0
['தொலைபேசி'],['ఫోన్'],{},{},"[('ఫోన్', 'OTHER')]","[('ఫోన్', 'O')]",{'தொலைபேசி': 1},{'ఫోన్': 1},0.0
"['நீங்கள்', 'வரவேற்கிறோம்', 'எங்கள்', 'கடை']","['మీరు', 'స్వాగతం', 'మా', 'దుకాణం']","{('நீங்கள்', 'வரவேற்கிறோம்'): 0.3333333333333333, ('வரவேற்கிறோம்', 'எங்கள்'): 0.3333333333333333, ('எங்கள்', 'கடை'): 0.3333333333333333}","{('మీరు', 'స్వాగతం'): 0.3333333333333333, ('స్వాగతం', 'మా'): 0.3333333333333333, ('మా', 'దుకాణం'): 0.3333333333333333}","[('మీరు', 'OTHER'), ('స్వాగతం', 'OTHER'), ('మా', 'OTHER'), ('దుకాణం', 'OTHER')]","[('మీరు', 'O'), ('స్వాగతం', 'O'), ('మా', 'O'), ('దుకాణం', 'O')]","{'நீங்கள்': 1, 'வரவேற்கிறோம்': 1, 'எங்கள்': 1, 'கடை': 1}","{'మీరు': 1, 'స్వాగతం': 1, 'మా': 1, 'దుకాణం': 1}",0.0
"['எங்களை', 'அழைக்கவும்']","['మాకు', 'కాల్']","{('எங்களை', 'அழைக்கவும்'): 1.0}","{('మాకు', 'కాల్'): 1.0}","[('మాకు', 'OTHER'), ('కాల్', 'OTHER')]","[('మాకు', 'O'), ('కాల్', 'O')]","{'எங்களை': 1, 'அழைக்கவும்': 1}","{'మాకు': 1, 'కాల్': 1}",0.0
['புதிய'],['న్యూ'],{},{},"[('న్యూ', 'OTHER')]","[('న్యూ', 'O')]",{'புதிய': 1},{'న్యూ': 1},0.0
['மே'],['మే'],{},{},"[('మే', 'OTHER')]","[('మే', 'O')]",{'மே': 1},{'మే': 1},0.0
"['இந்த', 'தலைப்பில்', 'ஒரு', 'பெரிய', 'வேலை']","['ఈ', 'విషయం', 'లో', 'ఒక', 'గొప్ప', 'ఉద్యోగం']","{('இந்த', 'தலைப்பில்'): 0.25, ('தலைப்பில்', 'ஒரு'): 0.25, ('ஒரு', 'பெரிய'): 0.25, ('பெரிய', 'வேலை'): 0.25}","{('ఈ', 'విషయం'): 0.2, ('విషయం', 'లో'): 0.2, ('లో', 'ఒక'): 0.2, ('ఒక', 'గొప్ప'): 0.2, ('గొప్ప', 'ఉద్యోగం'): 0.2}","[('ఈ', 'OTHER'), ('విషయం', 'OTHER'), ('లో', 'OTHER'), ('ఒక', 'OTHER'), ('గొప్ప', 'OTHER'), ('ఉద్యోగం', 'OTHER')]","[('ఈ', 'O'), ('విషయం', 'O'), ('లో', 'O'), ('ఒక', 'O'), ('గొప్ప', 'O'), ('ఉద్యోగం', 'O')]","{'இந்த': 1, 'தலைப்பில்': 1, 'ஒரு': 1, 'பெரிய': 1, 'வேலை': 1}","{'ఈ': 1, 'విషయం': 1, 'లో': 1, 'ఒక': 1, 'గొప్ప': 1, 'ఉద్యోగం': 1}",0.0
