Telugu,Tamil,Tamil_tokens,Telugu_tokens,Tamil_POS,Telugu_POS,Tamil_NER,Telugu_NER
ఎప్పుడైనా ఎక్కడైనా ఉపయోగించండి,எப்போது எங்கும் பயன்படுத்தவும்,"['எப்போது', 'எங்கும்', 'பயன்படுத்தவும்']","['ఎప్పుడైనా', 'ఎక్కడైనా', 'ఉపయోగించండి']","[('எப்போது', 'NOUN'), ('எங்கும்', 'NOUN'), ('பயன்படுத்தவும்', 'NOUN')]","[('ఎప్పుడైనా', 'NOUN'), ('ఎక్కడైనా', 'NOUN'), ('ఉపయోగించండి', 'NOUN')]","[('எப்போது', 'O'), ('எங்கும்', 'O'), ('பயன்படுத்தவும்', 'O')]","[('ఎప్పుడైనా', 'O'), ('ఎక్కడైనా', 'O'), ('ఉపయోగించండి', 'O')]"
వ్యాఖ్యలు పేజీ  యొక్క,கருத்துரைகள் பக்கம்  உள்ள   »,"['கருத்துரைகள்', 'பக்கம்', 'உள்ள', '»']","['వ్యాఖ్యలు', 'పేజీ', 'యొక్క']","[('கருத்துரைகள்', 'NOUN'), ('பக்கம்', 'NOUN'), ('உள்ள', 'NOUN'), ('»', 'NOUN')]","[('వ్యాఖ్యలు', 'NOUN'), ('పేజీ', 'NOUN'), ('యొక్క', 'NOUN')]","[('கருத்துரைகள்', 'O'), ('பக்கம்', 'O'), ('உள்ள', 'O'), ('»', 'O')]","[('వ్యాఖ్యలు', 'O'), ('పేజీ', 'O'), ('యొక్క', 'O')]"
మా ఉత్పత్తులు రెండు విభాగాలు ఉన్నాయి,எங்கள் தயாரிப்புகள் இரண்டு பிரிவுகள் உள்ளன,"['எங்கள்', 'தயாரிப்புகள்', 'இரண்டு', 'பிரிவுகள்', 'உள்ளன']","['మా', 'ఉత్పత్తులు', 'రెండు', 'విభాగాలు', 'ఉన్నాయి']","[('எங்கள்', 'NOUN'), ('தயாரிப்புகள்', 'NOUN'), ('இரண்டு', 'NOUN'), ('பிரிவுகள்', 'NOUN'), ('உள்ளன', 'NOUN')]","[('మా', 'NOUN'), ('ఉత్పత్తులు', 'NOUN'), ('రెండు', 'NOUN'), ('విభాగాలు', 'NOUN'), ('ఉన్నాయి', 'NOUN')]","[('எங்கள்', 'O'), ('தயாரிப்புகள்', 'O'), ('இரண்டு', 'O'), ('பிரிவுகள்', 'O'), ('உள்ளன', 'O')]","[('మా', 'O'), ('ఉత్పత్తులు', 'O'), ('రెండు', 'O'), ('విభాగాలు', 'O'), ('ఉన్నాయి', 'O')]"
వరకు సేవ్,மேலான சேமிப்பு,"['மேலான', 'சேமிப்பு']","['వరకు', 'సేవ్']","[('மேலான', 'NOUN'), ('சேமிப்பு', 'NOUN')]","[('వరకు', 'NOUN'), ('సేవ్', 'NOUN')]","[('மேலான', 'O'), ('சேமிப்பு', 'O')]","[('వరకు', 'O'), ('సేవ్', 'O')]"
— చిరునామాలు మరియు సంస్థలు గురించి సమీక్షలు,— நிறுவனங்கள் பற்றி முகவரிகள் மற்றும் விமர்சனங்களை,"['—', 'நிறுவனங்கள்', 'பற்றி', 'முகவரிகள்', 'மற்றும்', 'விமர்சனங்களை']","['—', 'చిరునామాలు', 'మరియు', 'సంస్థలు', 'గురించి', 'సమీక్షలు']","[('—', 'NOUN'), ('நிறுவனங்கள்', 'NOUN'), ('பற்றி', 'NOUN'), ('முகவரிகள்', 'NOUN'), ('மற்றும்', 'NOUN'), ('விமர்சனங்களை', 'NOUN')]","[('—', 'NOUN'), ('చిరునామాలు', 'NOUN'), ('మరియు', 'NOUN'), ('సంస్థలు', 'NOUN'), ('గురించి', 'NOUN'), ('సమీక్షలు', 'NOUN')]","[('—', 'O'), ('நிறுவனங்கள்', 'O'), ('பற்றி', 'O'), ('முகவரிகள்', 'O'), ('மற்றும்', 'O'), ('விமர்சனங்களை', 'O')]","[('—', 'O'), ('చిరునామాలు', 'O'), ('మరియు', 'O'), ('సంస్థలు', 'O'), ('గురించి', 'O'), ('సమీక్షలు', 'O')]"
ఫోన్,தொலைபேசி,['தொலைபேசி'],['ఫోన్'],"[('தொலைபேசி', 'NOUN')]","[('ఫోన్', 'NOUN')]","[('தொலைபேசி', 'O')]","[('ఫోన్', 'O')]"
మళ్ళీ హలో,மீண்டும் வணக்கம்,"['மீண்டும்', 'வணக்கம்']","['మళ్ళీ', 'హలో']","[('மீண்டும்', 'NOUN'), ('வணக்கம்', 'NOUN')]","[('మళ్ళీ', 'NOUN'), ('హలో', 'NOUN')]","[('மீண்டும்', 'O'), ('வணக்கம்', 'O')]","[('మళ్ళీ', 'O'), ('హలో', 'O')]"
తర్వాత  పేజీ,அடுத்து  பக்கம்,"['அடுத்து', 'பக்கம்']","['తర్వాత', 'పేజీ']","[('அடுத்து', 'NOUN'), ('பக்கம்', 'NOUN')]","[('తర్వాత', 'NOUN'), ('పేజీ', 'NOUN')]","[('அடுத்து', 'O'), ('பக்கம்', 'O')]","[('తర్వాత', 'O'), ('పేజీ', 'O')]"
ప్లస్ బహుశా ఈ ఇయర్,பிளஸ் ஒருவேளை இந்த ஆண்டு,"['பிளஸ்', 'ஒருவேளை', 'இந்த', 'ஆண்டு']","['ప్లస్', 'బహుశా', 'ఈ', 'ఇయర్']","[('பிளஸ்', 'NOUN'), ('ஒருவேளை', 'NOUN'), ('இந்த', 'NOUN'), ('ஆண்டு', 'NOUN')]","[('ప్లస్', 'NOUN'), ('బహుశా', 'NOUN'), ('ఈ', 'NOUN'), ('ఇయర్', 'NOUN')]","[('பிளஸ்', 'O'), ('ஒருவேளை', 'O'), ('இந்த', 'O'), ('ஆண்டு', 'O')]","[('ప్లస్', 'O'), ('బహుశా', 'O'), ('ఈ', 'O'), ('ఇయర్', 'O')]"
నీకు ఏమి కావాలి,உனக்கு என்ன வேண்டும்,"['உனக்கு', 'என்ன', 'வேண்டும்']","['నీకు', 'ఏమి', 'కావాలి']","[('உனக்கு', 'NOUN'), ('என்ன', 'NOUN'), ('வேண்டும்', 'NOUN')]","[('నీకు', 'NOUN'), ('ఏమి', 'NOUN'), ('కావాలి', 'NOUN')]","[('உனக்கு', 'O'), ('என்ன', 'O'), ('வேண்டும்', 'O')]","[('నీకు', 'O'), ('ఏమి', 'O'), ('కావాలి', 'O')]"
స్నేహం విశ్వాసం ప్రేమ పొందడానికి మార్పిడి ద్వారా అన్ని,நட்பு நம்பிக்கை அன்பு பரிமாற்றம் மூலம் அனைத்து பெற,"['நட்பு', 'நம்பிக்கை', 'அன்பு', 'பரிமாற்றம்', 'மூலம்', 'அனைத்து', 'பெற']","['స్నేహం', 'విశ్వాసం', 'ప్రేమ', 'పొందడానికి', 'మార్పిడి', 'ద్వారా', 'అన్ని']","[('நட்பு', 'NOUN'), ('நம்பிக்கை', 'NOUN'), ('அன்பு', 'NOUN'), ('பரிமாற்றம்', 'NOUN'), ('மூலம்', 'NOUN'), ('அனைத்து', 'NOUN'), ('பெற', 'NOUN')]","[('స్నేహం', 'VERB'), ('విశ్వాసం', 'VERB'), ('ప్రేమ', 'NOUN'), ('పొందడానికి', 'POSTP'), ('మార్పిడి', 'NOUN'), ('ద్వారా', 'NOUN'), ('అన్ని', 'NOUN')]","[('நட்பு', 'O'), ('நம்பிக்கை', 'O'), ('அன்பு', 'O'), ('பரிமாற்றம்', 'O'), ('மூலம்', 'O'), ('அனைத்து', 'O'), ('பெற', 'O')]","[('స్నేహం', 'O'), ('విశ్వాసం', 'O'), ('ప్రేమ', 'O'), ('పొందడానికి', 'O'), ('మార్పిడి', 'O'), ('ద్వారా', 'O'), ('అన్ని', 'O')]"
తర్వాత  పేజీ,அடுத்து  பக்கம்,"['அடுத்து', 'பக்கம்']","['తర్వాత', 'పేజీ']","[('அடுத்து', 'NOUN'), ('பக்கம்', 'NOUN')]","[('తర్వాత', 'NOUN'), ('పేజీ', 'NOUN')]","[('அடுத்து', 'O'), ('பக்கம்', 'O')]","[('తర్వాత', 'O'), ('పేజీ', 'O')]"
ఇమెయిల్ మద్దతు,மின்னஞ்சல் ஆதரவு,"['மின்னஞ்சல்', 'ஆதரவு']","['ఇమెయిల్', 'మద్దతు']","[('மின்னஞ்சல்', 'POSTP'), ('ஆதரவு', 'NOUN')]","[('ఇమెయిల్', 'NOUN'), ('మద్దతు', 'NOUN')]","[('மின்னஞ்சல்', 'O'), ('ஆதரவு', 'O')]","[('ఇమెయిల్', 'O'), ('మద్దతు', 'O')]"
ఇప్పటికే సభ్యులా,ஏற்கனவே உறுப்பினரா,"['ஏற்கனவே', 'உறுப்பினரா']","['ఇప్పటికే', 'సభ్యులా']","[('ஏற்கனவே', 'NOUN'), ('உறுப்பினரா', 'NOUN')]","[('ఇప్పటికే', 'NOUN'), ('సభ్యులా', 'NOUN')]","[('ஏற்கனவே', 'O'), ('உறுப்பினரா', 'O')]","[('ఇప్పటికే', 'O'), ('సభ్యులా', 'O')]"
మీ జీవితంలోని ప్రతి క్షణం ఆనందించండి,உங்கள் வாழ்வின் ஒவ்வொரு நொடியும் அனுபவிக்க,"['உங்கள்', 'வாழ்வின்', 'ஒவ்வொரு', 'நொடியும்', 'அனுபவிக்க']","['మీ', 'జీవితంలోని', 'ప్రతి', 'క్షణం', 'ఆనందించండి']","[('உங்கள்', 'NOUN'), ('வாழ்வின்', 'NOUN'), ('ஒவ்வொரு', 'NOUN'), ('நொடியும்', 'NOUN'), ('அனுபவிக்க', 'NOUN')]","[('మీ', 'NOUN'), ('జీవితంలోని', 'NOUN'), ('ప్రతి', 'NOUN'), ('క్షణం', 'VERB'), ('ఆనందించండి', 'NOUN')]","[('உங்கள்', 'O'), ('வாழ்வின்', 'O'), ('ஒவ்வொரு', 'O'), ('நொடியும்', 'O'), ('அனுபவிக்க', 'O')]","[('మీ', 'O'), ('జీవితంలోని', 'O'), ('ప్రతి', 'O'), ('క్షణం', 'O'), ('ఆనందించండి', 'O')]"
టెలిఫోన్,தொலைபேசி,['தொலைபேசி'],['టెలిఫోన్'],"[('தொலைபேசி', 'NOUN')]","[('టెలిఫోన్', 'NOUN')]","[('தொலைபேசி', 'O')]","[('టెలిఫోన్', 'O')]"
పోస్ట్ చేసిన తేదీ   ద్వారా అడ్మిన్,அன்று   மூலம் நிர்வாகம்,"['அன்று', 'மூலம்', 'நிர்வாகம்']","['పోస్ట్', 'చేసిన', 'తేదీ', 'ద్వారా', 'అడ్మిన్']","[('அன்று', 'NOUN'), ('மூலம்', 'NOUN'), ('நிர்வாகம்', 'NOUN')]","[('పోస్ట్', 'NOUN'), ('చేసిన', 'NOUN'), ('తేదీ', 'NOUN'), ('ద్వారా', 'NOUN'), ('అడ్మిన్', 'NOUN')]","[('அன்று', 'O'), ('மூலம்', 'O'), ('நிர்வாகம்', 'O')]","[('పోస్ట్', 'O'), ('చేసిన', 'O'), ('తేదీ', 'O'), ('ద్వారా', 'O'), ('అడ్మిన్', 'O')]"
ఛానల్,சேனல்,['சேனல்'],['ఛానల్'],"[('சேனல்', 'POSTP')]","[('ఛానల్', 'NOUN')]","[('சேனல்', 'O')]","[('ఛానల్', 'O')]"
సెప్టెంబర్,செப்டம்பர்,['செப்டம்பர்'],['సెప్టెంబర్'],"[('செப்டம்பர்', 'NOUN')]","[('సెప్టెంబర్', 'NOUN')]","[('செப்டம்பர்', 'O')]","[('సెప్టెంబర్', 'O')]"
ప్రశ్న మరింత సమాచారం కావాలా మాకు సందేశం పంపండి,கேள்வி மேலும் தகவல் தேவையா எங்களுக்கு செய்தி அனுப்பு,"['கேள்வி', 'மேலும்', 'தகவல்', 'தேவையா', 'எங்களுக்கு', 'செய்தி', 'அனுப்பு']","['ప్రశ్న', 'మరింత', 'సమాచారం', 'కావాలా', 'మాకు', 'సందేశం', 'పంపండి']","[('கேள்வி', 'NOUN'), ('மேலும்', 'NOUN'), ('தகவல்', 'POSTP'), ('தேவையா', 'NOUN'), ('எங்களுக்கு', 'NOUN'), ('செய்தி', 'NOUN'), ('அனுப்பு', 'NOUN')]","[('ప్రశ్న', 'NOUN'), ('మరింత', 'NOUN'), ('సమాచారం', 'VERB'), ('కావాలా', 'NOUN'), ('మాకు', 'NOUN'), ('సందేశం', 'VERB'), ('పంపండి', 'NOUN')]","[('கேள்வி', 'O'), ('மேலும்', 'O'), ('தகவல்', 'O'), ('தேவையா', 'O'), ('எங்களுக்கு', 'O'), ('செய்தி', 'O'), ('அனுப்பு', 'O')]","[('ప్రశ్న', 'O'), ('మరింత', 'O'), ('సమాచారం', 'O'), ('కావాలా', 'O'), ('మాకు', 'O'), ('సందేశం', 'O'), ('పంపండి', 'O')]"
