Telugu_Tokens,Tamil_Tokens
"['మా', 'గురించి', 'ఏమి', 'తదుపరి']","['எங்களை', 'பற்றி', 'என்ன', 'அடுத்த']"
['ఫోన్'],['தொலைபேசி']
"['జూన్', 'వద్ద', 'ఉదయం']","['ஜூன்', 'இல்', 'மீது']"
['టెల్'],['தொலைபேசி']
"['గంట', 'నిమిషం']","['ஹவர்', 'நிமிடம்']"
['ఫోన్'],['தொலைபேசி']
"['చిన్న', 'విషయాలు', 'ఆనందించండి']","['சிறிய', 'விஷயங்களை', 'அனுபவியுங்கள்']"
['టెల్'],['தொலைபேசி']
['ఫ్యాక్స్'],['தொலைநகல்']
['స్కైప్'],['ஸ்கைப்']
['ఫోన్'],['தொலைபேசி']
"['ఏ', 'విచారణ', 'గంటల్లో', 'సమాధానం', 'ఉంటుంది']","['எந்த', 'விசாரணைகள்', 'மணி', 'நேரத்தில்', 'பதில்']"
"['మేము', 'గంటల్లో', 'మీ', 'విచారణ', 'కోసం', 'మీరు', 'ప్రత్యుత్తరం', 'ఉంటుంది']","['நாம்', 'உங்கள்', 'விசாரணை', 'நீங்கள்', 'பதில்', 'அளிக்கப்படும்', 'மணி']"
"['అది', 'ఉత్తమ', 'మేము', 'కయాకింగ్', 'తీసుకుని', 'ఈ', 'మాకు', 'సంతోషంగా', 'చేస్తుంది', 'ఎందుకంటే', 'మరింత', 'తెలుసుకోవాలంటే']","['அது', 'சிறந்ததாகும்', 'நாங்கள்', 'கயாகிங்', 'கொண்டு', 'இந்த', 'எங்களுக்கு', 'மகிழ்ச்சியாக', 'உண்டு', 'பண்ணுவதால்', 'மேலும்', 'தெரிந்து', 'கொள்ள', 'வேண்டுமா']"
['ఫోన్'],['தொலைபேசி']
"['ఈ', 'సందేశాన్ని', 'మళ్లీ', 'చూడవద్దు']","['இந்த', 'செய்தியை', 'மீண்டும்', 'பார்க்க', 'வேண்டாம்']"
"['ఇది', 'పని', 'చేస్తుంది', 'ఇది', 'పని', 'చేస్తుంది', 'ఇది', 'ఒక', 'మంచి', 'ప్రణాళిక', 'వార్తలు']","['இது', 'வேலை', 'செய்யும்', 'அது', 'வேலை', 'செய்யும்', 'இது', 'ஒரு', 'நல்ல', 'திட்டம்', 'தான்']"
['మే'],['மே']
"['మేము', 'సంవత్సరానికి', 'మీ', 'రోజులకు', 'రోజులకు', 'సమాధానం', 'ఇస్తాము']","['உங்கள்', 'கேள்விகளுக்கு', 'ஒரு', 'நாளைக்கு', 'ஒரு', 'நாளைக்கு', 'நாங்கள்', 'பதிலளிக்கிறோம்']"
['మొత్తం'],['மொத்த']
['లేదా'],['அல்லது']
"['మీరు', 'ఏమి', 'ఆలోచిస్తాడు']","['நீங்கள்', 'என்ன', 'நினைக்கிறீர்கள்']"
['కార్ట్'],['வண்டியில்']
"['దేనికోసం', 'ఎదురు', 'చూస్తున్నావు']","['நீங்கள்', 'என்ன', 'காத்திருக்கிறார்கள்']"
"['మీ', 'గుండె', 'లో', 'డ్రీం', 'ఇక్కడ', 'నిజమైన', 'వస్తాయి']","['உங்கள்', 'இதயத்தில்', 'கனவு', 'இங்கே', 'நனவாகும்']"
"['అడగండి', 'సూచించండి', 'నివేదించండి']","['கேளுங்கள்', 'பரிந்துரை', 'புகார்']"
"['ఈ', 'వంటి', 'బ్లాగర్లు']","['டி', 'இந்த', 'பிளாக்கர்கள்']"
['హెబ్రీయులు'],['எபிரெயர்']
"['—', 'చిరునామాలు', 'మరియు', 'సంస్థలు', 'గురించి', 'సమీక్షలు']","['—', 'நிறுவனங்கள்', 'பற்றி', 'முகவரிகள்', 'மற்றும்', 'விமர்சனங்களை']"
['ఫోన్'],['தொலைபேசி']
"['నేను', 'సహాయం', 'కనుగొనడంలో', 'సహాయం', 'అవసరం']","['நான்', 'உதவி', 'கண்டறிவதில்', 'உதவி', 'தேவை']"
"['ద్వారా', '©', 'లైటింగ్', 'కో', 'లిమిటెడ్', 'కాపీరైట్', 'కంపెనీ', 'చిరునామా', 'ఇండస్ట్రియల్', 'పార్క్', 'బావోయాన్', 'షెన్జెన్', 'చైనా', 'ఫోన్', 'ఇమెయిల్']","['மூலம்', '©', 'விளக்கு', 'கோ', 'லிமிடெட்', 'பதிப்புரிமை', 'முகவரி', 'எஃப்', 'தொழிற்சாலை', 'பார்க்', 'சென்ழென்', 'சீனா', 'தொலைபேசி', 'மின்னஞ்சல்']"
"['ఇది', 'ఎలా', 'పని', 'చేస్తుంది']","['இது', 'எப்படி', 'வேலை', 'செய்கிறது']"
"['కంటే', 'ఎక్కువ', 'కాదు', 'పని', 'రోజులు', 'సమాధానం', 'పొందండి']","['க்கும்', 'மேற்பட்ட', 'இல்லை', 'வேலை', 'நாட்கள்', 'பதில்', 'கிடைக்கும்']"
['ఫ్యాక్స్'],['தொலைநகல்']
"['మీరు', 'మా', 'ఉత్పత్తులు', 'ఆసక్తి', 'లేదా', 'ఏవైనా', 'ప్రశ్నలు', 'ఉంటే', 'మాకు', 'సంప్రదించడానికి', 'సంకోచించకండి', 'దయచేసి', 'మేము', 'సమీప', 'భవిష్యత్తులో', 'మీతో', 'సహకార', 'సంబంధాలు', 'ఏర్పాటు', 'ఆశిస్తున్నాము']","['நீங்கள்', 'எங்கள்', 'தயாரிப்புகள்', 'ஆர்வமாக', 'அல்லது', 'ஏதேனும்', 'கேள்விகள்', 'இருந்தால்', 'எங்களுக்கு', 'தொடர்பு', 'கொள்ள', 'தயங்க', 'வேண்டாம்', 'நாம்', 'எதிர்காலத்தில்', 'உங்களுடன்', 'கூட்டுறவு', 'உறவுமுறையை', 'ஏற்படுத்துவதற்காக', 'நம்புகிறேன்']"
"['మీరు', 'ఇప్పటికే', 'మాతో', 'సంతకం', 'చేసినట్లయితే', 'మీరు', 'ఈ', 'పేజీలో', 'అవసరమైన', 'అన్ని', 'ముఖ్యమైన', 'సమాచారాన్ని', 'మీరు', 'కనుగొనగలరు', 'మీరు', 'ఎల్లప్పుడూ', 'మాకు', 'రింగ్', 'ఇవ్వలేరు', 'ఉంటే']","['நீங்கள்', 'எங்களுடன்', 'ஏற்கனவே', 'கையொப்பமிட்டிருந்தால்', 'உங்களுக்கு', 'தேவையான', 'முக்கியமான', 'தகவல்களை', 'இந்த', 'பக்கத்திலிருந்தே', 'காணலாம்', 'இல்லையென்றால்', 'நீங்கள்', 'எப்போதும்', 'எண்களை', 'எண்களை', 'கொடுக்கலாம்']"
['ఫోన్'],['தொலைபேசி']
"['ఈ', 'మీ', 'అవసరాల', 'మీద', 'ఆధారపడి', 'ఉంటుంది']","['இது', 'உங்கள்', 'தேவைகளை', 'பொறுத்தது']"
"['అయితే', 'శుభవార్త', 'ఏమిటంటే', 'వేల', 'సంవత్సరాల’', 'క్రితం']","['இது', 'நற்செய்தி', 'ஆண்டுகளுக்கு', 'முன்பு']"
"['యేసు', 'వచ్చిన', 'మరియు', 'మళ్ళీ', 'వస్తాయి']","['இயேசு', 'வந்துவிட்டது', 'மீண்டும்', 'வரும்']"
"['ఎందుకు', 'అలా', 'ఖరీదైనది']","['ஏன்', 'அதை', 'செலவாகும்']"
"['డ్రాయింగ్', 'ఎత్తున']","['வரைதல்', 'படிமுறை']"
"['ఎవరు', 'భోజనం', 'వద్ద', 'డబ్బు', 'ఉపసంహరించుకోవాలని', 'సమయం', 'ఉంది']","['யார்', 'மதிய', 'நேரத்தில்', 'பணம்', 'திரும்ப', 'நேரம்', 'உள்ளது']"
"['ఇతరులను', 'ఎలా', 'చూడటం', 'లేకుండా', 'జీవించడానికి']","['மற்றவர்கள்', 'பார்த்து', 'இல்லாமல்', 'எப்படி', 'வாழ']"
"['తర్వాత', 'పేజీ']","['அடுத்து', 'பக்கம்']"
